City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
230,Luderitz,NA,2020-02-23 21:43:57,-26.65,15.16,71.46,57,0,24.92,clear sky,0.0,0.0
231,Carnot,CF,2020-02-23 21:43:57,4.94,15.87,78.6,22,22,5.14,few clouds,0.0,0.0
232,Inta,RU,2020-02-23 21:43:57,66.03,60.17,28.38,83,100,18.88,overcast clouds,0.0,0.0
233,Cozumel,MX,2020-02-23 21:43:57,20.51,-86.95,80.6,57,75,16.11,broken clouds,0.0,0.0
234,Sokolo,ML,2020-02-23 21:43:57,14.73,-6.12,84.94,11,0,11.36,clear sky,0.0,0.0
235,Vila,PT,2020-02-23 21:43:57,42.03,-8.16,57.99,71,0,2.24,clear sky,0.0,0.0
236,San Quintin,MX,2020-02-23 21:43:58,30.48,-115.95,60.78,70,0,20.98,clear sky,0.0,0.0
237,Tabou,CI,2020-02-23 21:43:58,4.42,-7.35,78.84,91,96,5.3,overcast clouds,0.0,0.0
238,Cap Malheureux,MU,2020-02-23 21:43:58,-19.98,57.61,77.0,88,40,4.7,scattered clouds,0.0,0.0
239,Tessalit,ML,2020-02-23 21:43:58,20.2,1.01,75.63,13,4,13.02,clear sky,0.0,0.0
240,Poum,NC,2020-02-23 21:41:12,-20.23,164.02,80.89,76,10,20.98,clear sky,0.0,0.0
241,Huarmey,PE,2020-02-23 21:43:58,-10.07,-78.15,82.13,49,76,9.17,broken clouds,0.0,0.0
242,Walvis Bay,NA,2020-02-23 21:43:58,-22.96,14.51,64.0,88,10,6.93,clear sky,0.0,0.0
243,Ndele,CF,2020-02-23 21:43:58,8.41,20.65,80.2,16,0,6.6,clear sky,0.0,0.0
244,Sept-Iles,CA,2020-02-23 21:39:51,50.2,-66.38,33.01,86,75,4.7,broken clouds,0.0,0.0
245,Laramie,US,2020-02-23 21:38:59,41.31,-105.59,39.2,59,20,18.34,few clouds,0.0,0.0
246,Matinhos,BR,2020-02-23 21:43:58,-25.82,-48.54,77.0,60,40,6.93,scattered clouds,0.0,0.0
247,Creteni,RO,2020-02-23 21:43:58,44.68,24.18,51.01,39,100,16.11,overcast clouds,0.0,0.0
248,Grindavik,IS,2020-02-23 21:43:58,63.84,-22.43,32.0,64,90,27.51,light shower snow,0.0,0.0
249,Laiyang,CN,2020-02-23 21:43:58,36.98,120.71,39.99,81,14,4.74,few clouds,0.0,0.0
250,Khandyga,RU,2020-02-23 21:43:58,62.67,135.6,-5.62,98,100,2.59,light snow,0.0,0.19
251,Beloha,MG,2020-02-23 21:43:58,-25.17,45.05,76.28,89,100,3.83,light rain,0.5,0.0
252,Makokou,GA,2020-02-23 21:43:58,0.57,12.86,72.27,93,100,3.94,overcast clouds,0.0,0.0
253,Medea,DZ,2020-02-23 21:43:58,36.26,2.75,44.6,93,20,2.24,few clouds,0.0,0.0
254,Talnakh,RU,2020-02-23 21:43:58,69.49,88.4,15.8,92,75,29.08,shower snow,0.0,0.0
255,Araouane,ML,2020-02-23 21:42:16,18.9,-3.53,81.99,9,1,13.62,clear sky,0.0,0.0
256,Cabo San Lucas,MX,2020-02-23 21:43:58,22.89,-109.91,82.0,44,20,11.41,few clouds,0.0,0.0
257,Komsomolskiy,UZ,2020-02-23 21:43:59,40.43,71.72,50.0,81,75,6.93,mist,0.0,0.0
258,Lower Hutt,NZ,2020-02-23 21:42:53,-41.22,174.92,66.99,72,43,6.93,scattered clouds,0.0,0.0
259,Oneonta,US,2020-02-23 21:43:59,42.45,-75.06,46.99,42,100,1.01,overcast clouds,0.0,0.0
260,Inza,RU,2020-02-23 21:43:59,53.85,46.36,30.92,96,100,13.65,light snow,0.0,1.38
261,Plettenberg Bay,ZA,2020-02-23 21:43:59,-34.05,23.37,61.75,76,12,5.93,few clouds,0.0,0.0
262,Richards Bay,ZA,2020-02-23 21:43:59,-28.78,32.04,74.25,65,38,24.05,light rain,0.25,0.0
263,Piacabucu,BR,2020-02-23 21:43:59,-10.41,-36.43,81.18,80,98,9.33,overcast clouds,0.0,0.0
264,Kondinskoye,RU,2020-02-23 21:43:59,59.65,67.41,26.73,93,96,10.94,overcast clouds,0.0,0.0
265,Huangchuan,CN,2020-02-23 21:43:59,32.13,115.04,55.81,72,100,6.6,overcast clouds,0.0,0.0
266,Susanville,US,2020-02-23 21:43:59,40.42,-120.65,60.8,29,1,17.22,clear sky,0.0,0.0
267,Senador Jose Porfirio,BR,2020-02-23 21:43:59,-2.59,-51.95,81.23,88,96,2.33,light rain,2.63,0.0
268,Ancud,CL,2020-02-23 21:43:59,-41.87,-73.82,59.0,58,69,14.99,light rain,0.38,0.0
269,Lethem,GY,2020-02-23 21:43:59,3.38,-59.8,98.69,30,49,14.23,scattered clouds,0.0,0.0
270,Russell,US,2020-02-23 21:43:59,32.35,-85.2,59.0,26,90,1.92,overcast clouds,0.0,0.0
271,Clyde River,CA,2020-02-23 21:43:59,70.47,-68.59,-20.2,75,75,12.75,broken clouds,0.0,0.0
272,Longyearbyen,SJ,2020-02-23 21:42:52,78.22,15.64,-4.0,76,20,9.17,few clouds,0.0,0.0
273,Qaqortoq,GL,2020-02-23 21:43:59,60.72,-46.03,24.8,53,100,12.75,light snow,0.0,0.94
274,Kjollefjord,NO,2020-02-23 21:44:00,70.95,27.35,33.8,92,75,11.41,broken clouds,0.0,0.0
275,Varkaus,FI,2020-02-23 21:44:00,62.33,27.87,28.0,98,86,1.01,overcast clouds,0.0,0.0
276,Nhulunbuy,AU,2020-02-23 21:44:00,-12.23,136.77,84.2,79,40,13.87,scattered clouds,0.0,0.0
277,Inverness,GB,2020-02-23 21:39:36,57.48,-4.22,39.0,81,20,9.17,few clouds,0.0,0.0
278,Iskateley,RU,2020-02-23 21:44:00,67.68,53.15,30.27,80,89,28.23,overcast clouds,0.0,0.0
279,Sao Gabriel Da Cachoeira,BR,2020-02-23 21:44:00,-0.13,-67.09,84.43,82,97,2.19,light rain,2.63,0.0
280,Saraland,US,2020-02-23 21:44:00,30.82,-88.07,66.2,51,90,11.41,overcast clouds,0.0,0.0
281,Looc,PH,2020-02-23 21:44:00,12.26,121.99,76.44,85,8,16.11,clear sky,0.0,0.0
282,Ekhabi,RU,2020-02-23 21:44:00,53.51,142.97,-5.69,100,2,7.43,clear sky,0.0,0.0
283,Hamilton,US,2020-02-23 21:40:30,39.18,-84.53,54.0,27,75,11.41,broken clouds,0.0,0.0
284,Prince Rupert,CA,2020-02-23 21:41:36,54.32,-130.32,39.2,73,90,5.82,overcast clouds,0.0,0.0
285,Saint Pete Beach,US,2020-02-23 21:44:00,27.73,-82.74,78.01,53,90,3.36,overcast clouds,0.0,0.0
286,Filimonovo,RU,2020-02-23 21:44:00,56.2,95.46,5.74,99,64,0.74,broken clouds,0.0,0.0
287,Bluefield,US,2020-02-23 21:39:18,37.27,-81.22,59.0,29,20,6.17,few clouds,0.0,0.0
288,Makat,KZ,2020-02-23 21:44:00,47.65,53.35,38.14,92,100,14.14,light rain,0.31,0.0
289,Saint-Augustin,CA,2020-02-23 21:44:00,51.23,-58.65,20.84,78,97,10.02,overcast clouds,0.0,0.0
290,Kabelvag,NO,2020-02-23 21:44:00,68.21,14.48,33.8,80,90,31.09,overcast clouds,0.0,0.0
291,Mount Isa,AU,2020-02-23 21:44:00,-20.73,139.5,78.8,78,75,8.05,broken clouds,0.0,0.0
292,El Dorado,US,2020-02-23 21:44:00,33.21,-92.67,55.4,87,90,4.7,light rain,0.0,0.0
293,Kruisfontein,ZA,2020-02-23 21:44:01,-34.0,24.73,56.48,78,0,4.38,clear sky,0.0,0.0
294,Wladyslawowo,PL,2020-02-23 21:44:01,54.79,18.4,39.99,100,75,10.29,light rain,0.0,0.0
295,Santa Maria,BR,2020-02-23 21:41:11,-29.68,-53.81,78.8,47,0,10.29,clear sky,0.0,0.0
296,Kangaatsiaq,GL,2020-02-23 21:44:01,68.31,-53.46,5.4,89,100,1.23,light snow,0.0,0.13
297,Husavik,IS,2020-02-23 21:44:01,66.04,-17.34,19.56,83,2,10.6,clear sky,0.0,0.0
298,Port Augusta,AU,2020-02-23 21:44:01,-32.5,137.77,75.99,77,0,2.24,clear sky,0.0,0.0
299,Palmer,US,2020-02-23 21:43:19,42.16,-72.33,53.6,23,75,10.29,broken clouds,0.0,0.0
300,Alofi,NU,2020-02-23 21:44:01,-19.06,-169.92,82.4,88,100,9.17,light rain,2.75,0.0
301,Pulandian,CN,2020-02-23 21:44:01,39.4,121.97,39.2,80,100,4.47,overcast clouds,0.0,0.0
302,Alice,US,2020-02-23 21:44:01,27.75,-98.07,82.4,57,90,12.75,overcast clouds,0.0,0.0
303,Sioux Lookout,CA,2020-02-23 21:44:01,50.1,-91.92,37.4,55,90,9.17,overcast clouds,0.0,0.0
304,Calvinia,ZA,2020-02-23 21:44:01,-31.47,19.78,69.42,22,0,15.95,clear sky,0.0,0.0
305,Chiredzi,ZW,2020-02-23 21:44:01,-21.05,31.67,71.37,75,100,14.0,overcast clouds,0.0,0.0
306,Constitucion,CL,2020-02-23 21:44:01,-35.33,-72.42,61.25,82,67,6.71,broken clouds,0.0,0.0
307,Jequie,BR,2020-02-23 21:44:01,-13.86,-40.08,75.52,92,89,3.56,light rain,2.75,0.0
308,Yola,NG,2020-02-23 21:44:01,9.2,12.48,80.51,12,0,4.65,clear sky,0.0,0.0
309,Mehamn,NO,2020-02-23 21:44:01,71.04,27.85,33.8,92,75,11.41,broken clouds,0.0,0.0
310,Bundaberg,AU,2020-02-23 21:44:01,-24.85,152.35,75.99,88,75,8.05,light rain,0.0,0.0
311,Macau,MO,2020-02-23 21:44:01,22.2,113.55,69.01,82,40,17.22,scattered clouds,0.0,0.0
312,Ilulissat,GL,2020-02-23 21:42:51,69.22,-51.1,-2.2,58,0,6.93,clear sky,0.0,0.0
313,Marzuq,YE,2020-02-23 21:44:02,14.4,46.47,61.81,35,0,3.71,clear sky,0.0,0.0
314,Paamiut,GL,2020-02-23 21:44:02,61.99,-49.67,16.54,65,100,5.82,overcast clouds,0.0,0.0
315,Douglas,US,2020-02-23 21:39:49,41.3,-96.17,60.8,29,1,3.36,clear sky,0.0,0.0
316,Marsh Harbour,BS,2020-02-23 21:44:02,26.54,-77.06,68.11,60,22,15.41,few clouds,0.0,0.0
317,Aguimes,ES,2020-02-23 21:44:02,27.91,-15.45,77.0,38,100,2.24,haze,0.0,0.0
318,Airai,TL,2020-02-23 21:44:02,-8.93,125.41,66.69,82,0,4.43,clear sky,0.0,0.0
319,Pemangkat,ID,2020-02-23 21:44:02,1.17,108.97,76.12,91,100,10.02,overcast clouds,0.0,0.0
320,Newton,US,2020-02-23 21:44:02,42.34,-71.21,54.0,27,1,10.29,clear sky,0.0,0.0
321,Fairbanks,US,2020-02-23 21:40:03,64.84,-147.72,-2.99,76,1,2.64,clear sky,0.0,0.0
322,Samarai,PG,2020-02-23 21:44:02,-10.62,150.67,78.55,89,25,3.18,light rain,1.0,0.0
323,Ormond Beach,US,2020-02-23 21:44:02,29.29,-81.06,75.0,77,40,9.17,scattered clouds,0.0,0.0
324,Wuwei,CN,2020-02-23 21:44:02,37.93,102.64,35.37,33,0,7.05,clear sky,0.0,0.0
325,Laguna,US,2020-02-23 21:44:02,38.42,-121.42,66.2,67,1,3.36,clear sky,0.0,0.0
326,Tateyama,JP,2020-02-23 21:44:02,34.98,139.87,42.8,45,20,10.29,few clouds,0.0,0.0
327,Arlit,NE,2020-02-23 21:44:02,18.74,7.39,70.0,16,25,10.38,scattered clouds,0.0,0.0
328,Saint Augustine,US,2020-02-23 21:40:15,29.89,-81.31,73.0,67,1,12.75,clear sky,0.0,0.0
329,Sorland,NO,2020-02-23 21:44:03,67.67,12.69,33.8,80,90,31.09,overcast clouds,0.0,0.0
330,Sinnamary,GF,2020-02-23 21:44:03,5.38,-52.95,78.96,81,87,15.17,light rain,0.13,0.0
331,Aswan,EG,2020-02-23 21:44:03,24.09,32.91,58.14,32,100,8.75,overcast clouds,0.0,0.0
332,Colesberg,ZA,2020-02-23 21:44:03,-30.72,25.1,60.15,46,0,11.01,clear sky,0.0,0.0
333,Sidi Ali,DZ,2020-02-23 21:44:03,36.1,0.42,54.54,71,0,3.02,clear sky,0.0,0.0
334,Kidal,ML,2020-02-23 21:39:06,18.44,1.41,76.59,13,47,14.0,scattered clouds,0.0,0.0
335,Tombouctou,ML,2020-02-23 21:44:03,20.0,-3.0,80.82,10,40,13.49,scattered clouds,0.0,0.0
336,Lata,PT,2020-02-23 21:44:03,40.16,-8.33,62.01,76,0,1.12,clear sky,0.0,0.0
337,Havre-Saint-Pierre,CA,2020-02-23 21:44:03,50.23,-63.6,30.2,92,90,6.93,mist,0.0,0.0
338,Lasa,IT,2020-02-23 21:44:03,46.62,10.7,50.0,56,5,6.93,clear sky,0.0,0.0
339,Sandwick,GB,2020-02-23 21:44:03,60.0,-1.25,39.2,86,89,12.75,light rain,0.25,0.0
340,Sarkand,KZ,2020-02-23 21:44:03,45.41,79.92,23.9,84,99,3.76,overcast clouds,0.0,0.0
341,Grand Gaube,MU,2020-02-23 21:44:03,-20.01,57.66,77.0,88,40,4.7,scattered clouds,0.0,0.0
342,Faanui,PF,2020-02-23 21:44:03,-16.48,-151.75,82.76,72,55,11.88,broken clouds,0.0,0.0
343,Starkville,US,2020-02-23 21:40:25,33.45,-88.82,55.4,66,90,3.36,overcast clouds,0.0,0.0
344,Srivardhan,IN,2020-02-23 21:44:03,18.03,73.02,75.54,47,0,4.97,clear sky,0.0,0.0
345,Kontagora,NG,2020-02-23 21:44:03,10.4,5.47,85.3,10,0,11.59,clear sky,0.0,0.0
346,Suhut,TR,2020-02-23 21:44:03,38.53,30.55,28.74,94,2,1.36,clear sky,0.0,0.0
347,Laurel,US,2020-02-23 21:39:49,39.1,-76.85,59.0,9,1,5.82,clear sky,0.0,0.0
348,Karpathos,GR,2020-02-23 21:44:04,35.51,27.21,55.42,70,5,13.22,clear sky,0.0,0.0
349,Boo,SE,2020-02-23 21:44:04,59.33,18.28,37.4,64,0,9.17,clear sky,0.0,0.0
350,Manuk Mangkaw,PH,2020-02-23 21:44:04,4.8,119.85,79.92,78,1,12.1,clear sky,0.0,0.0
351,Gat,IL,2020-02-23 21:43:03,31.61,34.76,57.2,76,75,4.7,broken clouds,0.0,0.0
352,Geraldton,AU,2020-02-23 21:44:04,-28.77,114.6,71.6,94,0,1.12,clear sky,0.0,0.0
353,Superior,US,2020-02-23 21:42:17,46.72,-92.1,44.6,48,1,11.41,clear sky,0.0,0.0
354,Cidreira,BR,2020-02-23 21:44:04,-30.18,-50.21,71.91,73,1,17.29,clear sky,0.0,0.0
355,Wanning,CN,2020-02-23 21:44:04,18.8,110.4,69.31,90,84,5.95,light rain,1.19,0.0
356,Gojra,PK,2020-02-23 21:44:04,31.15,72.69,60.3,53,28,3.8,scattered clouds,0.0,0.0
357,Najran,SA,2020-02-23 21:44:04,17.49,44.13,71.6,35,94,1.95,overcast clouds,0.0,0.0
358,Miguel Auza,MX,2020-02-23 21:44:04,24.29,-103.45,76.95,21,4,23.38,clear sky,0.0,0.0
359,Etchoropo,MX,2020-02-23 21:44:04,26.77,-109.67,75.99,44,83,8.01,broken clouds,0.0,0.0
360,Wielun,PL,2020-02-23 21:44:04,51.22,18.57,43.0,91,100,3.0,moderate rain,3.13,0.0
361,Manakara,MG,2020-02-23 21:44:04,-22.13,48.02,74.35,96,78,4.9,moderate rain,3.13,0.0
362,Lincoln,US,2020-02-23 21:44:04,40.8,-96.67,60.8,42,1,13.87,clear sky,0.0,0.0
363,Axim,GH,2020-02-23 21:44:04,4.87,-2.24,79.92,89,82,5.91,broken clouds,0.0,0.0
364,Ostrovnoy,RU,2020-02-23 21:44:05,68.05,39.51,29.05,95,100,15.93,light snow,0.0,0.44
365,Ambilobe,MG,2020-02-23 21:44:05,-13.2,49.05,76.59,91,97,1.36,light rain,0.19,0.0
366,Sao Felix Do Xingu,BR,2020-02-23 21:44:05,-6.64,-51.99,78.17,94,100,1.19,moderate rain,3.25,0.0
367,Egvekinot,RU,2020-02-23 21:44:05,66.32,-179.17,-29.07,88,0,1.74,clear sky,0.0,0.0
368,Chissamba,AO,2020-02-23 21:44:05,-12.17,17.33,65.82,93,100,5.79,light rain,2.0,0.0
369,Porto Novo,BJ,2020-02-23 21:39:16,6.5,2.6,86.0,84,20,11.41,few clouds,0.0,0.0
370,Svetlaya,RU,2020-02-23 21:44:05,46.54,138.33,17.2,72,9,4.36,clear sky,0.0,0.0
371,Concepcion,CL,2020-02-23 21:41:42,-36.83,-73.05,62.6,72,90,5.82,overcast clouds,0.0,0.0
372,Pucallpa,PE,2020-02-23 21:44:05,-8.38,-74.55,35.6,100,75,5.82,broken clouds,0.0,0.0
373,Katherine,AU,2020-02-23 21:44:05,-14.47,132.27,82.4,78,75,8.05,broken clouds,0.0,0.0
374,Baruun-Urt,MN,2020-02-23 21:44:05,46.68,113.28,13.24,84,100,5.7,overcast clouds,0.0,0.0
375,Mocuba,MZ,2020-02-23 21:44:05,-16.84,36.99,74.43,96,100,1.61,overcast clouds,0.0,0.0
376,Klaksvik,FO,2020-02-23 21:44:05,62.23,-6.59,37.4,55,25,23.04,scattered clouds,0.0,0.0
377,Buzdyak,RU,2020-02-23 21:44:05,54.58,54.55,22.28,89,100,16.91,overcast clouds,0.0,0.0
378,Sargur,IN,2020-02-23 21:44:05,11.98,76.42,66.15,82,71,7.0,broken clouds,0.0,0.0
379,Caceres,ES,2020-02-23 21:44:05,39.52,-6.37,54.0,67,0,3.06,clear sky,0.0,0.0
380,Peregu Mare,RO,2020-02-23 21:44:05,46.23,20.9,50.0,61,100,12.75,overcast clouds,0.0,0.0
381,San Jeronimo,PE,2020-02-23 21:44:05,-11.95,-75.28,55.26,63,98,3.47,moderate rain,4.31,0.0
382,Caravelas,BR,2020-02-23 21:44:05,-17.71,-39.25,79.25,85,100,14.43,light rain,0.13,0.0
383,Forestville,US,2020-02-23 21:44:06,38.85,-76.88,59.0,18,1,9.17,clear sky,0.0,0.0
384,Inhambane,MZ,2020-02-23 21:44:06,-23.86,35.38,78.39,80,100,29.24,light rain,1.38,0.0
385,Matamoros,MX,2020-02-23 21:44:06,25.53,-103.25,87.8,18,75,10.29,broken clouds,0.0,0.0
386,Dingle,PH,2020-02-23 21:44:06,11.0,122.67,72.07,92,58,11.05,light rain,0.31,0.0
387,Deputatskiy,RU,2020-02-23 21:44:06,69.3,139.9,-21.6,96,0,3.11,clear sky,0.0,0.0
388,Trezzano Sul Naviglio,IT,2020-02-23 21:44:06,45.42,9.07,55.0,76,100,6.93,overcast clouds,0.0,0.0
389,Codrington,AU,2020-02-23 21:44:06,-38.27,141.97,62.26,89,97,10.07,overcast clouds,0.0,0.0
390,Xining,CN,2020-02-23 21:44:06,36.62,101.77,27.03,48,0,1.79,clear sky,0.0,0.0
391,Port Hedland,AU,2020-02-23 21:44:06,-20.32,118.57,78.8,78,70,6.93,broken clouds,0.0,0.0
392,Soloneshnoye,RU,2020-02-23 21:44:06,51.65,84.32,11.5,95,100,1.97,light snow,0.0,0.25
393,Salalah,OM,2020-02-23 21:44:06,17.02,54.09,75.2,69,0,4.7,clear sky,0.0,0.0
394,La Palma,US,2020-02-23 21:44:06,33.85,-118.05,68.0,59,75,9.17,broken clouds,0.0,0.0
395,Jinchang,CN,2020-02-23 21:44:06,38.5,102.17,30.22,35,0,8.93,clear sky,0.0,0.0
396,Pozo Colorado,PY,2020-02-23 21:44:06,-23.49,-58.8,90.93,15,10,4.25,clear sky,0.0,0.0
397,Xiaoshi,CN,2020-02-23 21:44:06,41.3,124.12,26.6,86,0,2.24,clear sky,0.0,0.0
398,Bisalpur,IN,2020-02-23 21:44:06,28.3,79.8,59.97,70,22,4.52,few clouds,0.0,0.0
399,Caraballeda,VE,2020-02-23 21:44:06,10.61,-66.85,77.0,69,61,5.82,broken clouds,0.0,0.0
400,Kamenka,RU,2020-02-23 21:44:07,51.32,42.77,33.01,97,100,4.0,snow,0.0,1.75
401,Loandjili,CG,2020-02-23 21:44:07,-4.76,11.86,80.6,88,20,5.95,few clouds,0.0,0.0
402,Bonnyville,CA,2020-02-23 21:44:07,54.27,-110.73,30.2,50,5,10.29,clear sky,0.0,0.0
403,Kysyl-Syr,RU,2020-02-23 21:44:07,63.9,122.76,-13.7,99,52,3.85,broken clouds,0.0,0.0
404,Cloquet,US,2020-02-23 21:44:07,46.72,-92.46,45.0,48,1,11.41,clear sky,0.0,0.0
405,Shahi,IN,2020-02-23 21:44:07,28.55,79.32,60.55,72,0,5.35,clear sky,0.0,0.0
406,Abu Dhabi,AE,2020-02-23 21:43:36,24.47,54.37,73.4,78,20,3.36,few clouds,0.0,0.0
407,Blackpool,GB,2020-02-23 21:42:05,53.82,-3.05,43.0,87,20,10.29,few clouds,0.0,0.0
408,Gamba,GA,2020-02-23 21:44:07,-2.65,10.0,78.48,90,71,3.85,broken clouds,0.0,0.0
409,Aginskoye,RU,2020-02-23 21:44:07,51.1,114.53,5.52,84,0,6.76,clear sky,0.0,0.0
410,Ramsar,IR,2020-02-23 21:44:07,36.92,50.64,50.0,93,90,3.6,mist,0.0,0.0
411,Gillette,US,2020-02-23 21:44:07,44.29,-105.5,44.6,45,1,19.46,clear sky,0.0,0.0
412,Oranjemund,NA,2020-02-23 21:44:07,-28.55,16.43,70.03,56,0,10.25,clear sky,0.0,0.0
413,Port Blair,IN,2020-02-23 21:44:07,11.67,92.75,75.2,88,40,4.7,mist,0.0,0.0
414,Doha,QA,2020-02-23 21:44:07,25.29,51.53,71.01,94,75,6.93,mist,0.0,0.0
415,Siva,EG,2020-02-23 21:44:07,29.2,25.52,52.63,64,21,11.43,few clouds,0.0,0.0
416,Bloomingdale,US,2020-02-23 21:39:22,27.89,-82.24,78.01,41,40,5.82,scattered clouds,0.0,0.0
417,Osypenko,UA,2020-02-23 21:44:08,46.91,36.83,40.32,83,100,20.98,overcast clouds,0.0,0.0
418,San Andres,CO,2020-02-23 21:39:23,12.58,-81.7,80.6,78,75,11.41,broken clouds,0.0,0.0
419,Mairwa,IN,2020-02-23 21:44:08,26.23,84.15,63.25,78,0,4.92,light rain,0.38,0.0
420,Phayao,TH,2020-02-23 21:44:08,19.25,100.25,63.36,58,0,2.48,clear sky,0.0,0.0
421,Mersin,TR,2020-02-23 21:44:08,36.86,34.65,51.8,87,75,6.44,broken clouds,0.0,0.0
422,Amurzet,RU,2020-02-23 21:44:08,47.7,131.1,15.64,95,100,5.55,light snow,0.0,0.38
423,Zhigansk,RU,2020-02-23 21:44:08,66.77,123.37,-12.48,97,99,11.03,overcast clouds,0.0,0.0
424,Bustamante,MX,2020-02-23 21:44:08,26.53,-100.5,83.64,30,26,6.44,scattered clouds,0.0,0.0
425,Strunino,RU,2020-02-23 21:44:08,56.38,38.57,30.79,93,60,10.31,broken clouds,0.0,0.0
426,Itarema,BR,2020-02-23 21:43:51,-2.92,-39.92,78.28,88,7,5.28,clear sky,0.0,0.0
427,Vila Franca Do Campo,PT,2020-02-23 21:44:08,37.72,-25.43,59.0,82,20,3.36,few clouds,0.0,0.0
428,Strezhevoy,RU,2020-02-23 21:44:08,60.73,77.59,17.6,67,77,8.95,broken clouds,0.0,0.0
429,Salta,AR,2020-02-23 21:44:08,-24.79,-65.41,66.2,68,40,9.17,scattered clouds,0.0,0.0
430,Ayan,RU,2020-02-23 21:44:08,56.45,138.17,-1.17,74,0,4.76,clear sky,0.0,0.0
431,Ostersund,SE,2020-02-23 21:43:33,63.18,14.64,28.99,79,20,19.46,heavy snow,0.0,0.0
432,Lubao,PH,2020-02-23 21:44:09,14.92,120.55,77.0,83,75,4.7,broken clouds,0.0,0.0
433,Palma,ES,2020-02-23 21:43:45,39.57,2.65,57.0,93,0,3.36,clear sky,0.0,0.0
434,Koutsouras,GR,2020-02-23 21:44:09,35.03,25.95,54.0,68,3,17.0,clear sky,0.0,0.0
435,Gap,FR,2020-02-23 21:44:09,44.67,6.0,51.01,55,0,1.01,clear sky,0.0,0.0
436,Nemuro,JP,2020-02-23 21:44:09,43.32,145.57,27.66,77,35,19.71,scattered clouds,0.0,0.0
437,Buala,SB,2020-02-23 21:44:09,-8.14,159.59,81.45,81,10,3.96,light rain,1.44,0.0
438,Kerkini,GR,2020-02-23 21:44:09,41.22,23.08,48.0,48,27,0.56,scattered clouds,0.0,0.0
439,Shaturtorf,RU,2020-02-23 21:44:09,55.57,39.42,29.52,90,0,8.12,clear sky,0.0,0.0
440,Sumenep,ID,2020-02-23 21:44:09,-7.02,113.87,79.52,83,64,5.7,broken clouds,0.0,0.0
441,Barisal,BD,2020-02-23 21:44:09,22.7,90.37,68.07,66,0,6.62,clear sky,0.0,0.0
442,Soverato,IT,2020-02-23 21:44:09,38.69,16.55,57.2,82,75,13.87,broken clouds,0.0,0.0
443,Rotterdam,NL,2020-02-23 21:42:30,51.92,4.48,45.0,59,69,13.87,broken clouds,0.0,0.0
444,Awassa,ET,2020-02-23 21:44:09,7.05,38.47,63.32,42,41,3.62,scattered clouds,0.0,0.0
445,Maltahohe,NA,2020-02-23 21:44:09,-24.83,16.98,72.48,51,71,9.44,broken clouds,0.0,0.0
446,Skelleftea,SE,2020-02-23 21:44:09,64.75,20.95,33.01,64,0,21.92,clear sky,0.0,0.0
447,Olafsvik,IS,2020-02-23 21:44:09,64.89,-23.71,30.24,95,100,6.78,snow,0.0,2.31
448,Vao,NC,2020-02-23 21:44:09,-22.67,167.48,78.08,75,50,12.88,scattered clouds,0.0,0.0
449,Kampot,KH,2020-02-23 21:44:09,10.62,104.18,80.6,73,20,1.12,few clouds,0.0,0.0
450,Puerto Asis,CO,2020-02-23 21:44:10,0.51,-76.5,75.2,88,75,6.93,broken clouds,0.0,0.0
451,Tahoua,NE,2020-02-23 21:44:10,14.89,5.27,82.4,8,0,13.87,dust,0.0,0.0
452,Mamallapuram,IN,2020-02-23 21:44:10,12.63,80.17,80.01,83,20,4.05,mist,0.0,0.0
453,Pisco,PE,2020-02-23 21:44:10,-13.7,-76.22,77.0,30,75,8.05,broken clouds,0.0,0.0
454,Bambous Virieux,MU,2020-02-23 21:44:10,-20.34,57.76,77.0,88,40,4.7,scattered clouds,0.0,0.0
455,Carutapera,BR,2020-02-23 21:44:10,-1.2,-46.02,82.33,81,99,14.67,overcast clouds,0.0,0.0
456,Valparaiso,CL,2020-02-23 21:41:44,-33.04,-71.63,68.0,68,3,11.41,clear sky,0.0,0.0
457,Oranzherei,RU,2020-02-23 21:44:10,45.85,47.57,39.2,80,90,17.9,overcast clouds,0.0,0.0
458,Iwaki,JP,2020-02-23 21:44:10,37.05,140.88,36.0,82,0,9.91,clear sky,0.0,0.0
459,Poltava,UA,2020-02-23 21:44:10,49.59,34.54,37.0,90,100,8.63,light rain,0.19,0.0
460,Taseyevo,RU,2020-02-23 21:44:10,57.22,94.9,11.14,97,100,1.92,overcast clouds,0.0,0.0
461,Ingham,US,2020-02-23 21:44:10,42.6,-84.38,52.0,46,1,8.05,clear sky,0.0,0.0
462,Ondjiva,AO,2020-02-23 21:44:10,-17.07,15.73,74.59,56,97,4.43,overcast clouds,0.0,0.0
463,Olinda,BR,2020-02-23 21:39:29,-8.01,-34.86,84.2,74,40,9.17,scattered clouds,0.0,0.0
464,Tiznit,MA,2020-02-23 21:44:10,29.58,-9.5,66.0,15,54,11.56,broken clouds,0.0,0.0
465,Thayetmyo,MM,2020-02-23 21:44:10,19.32,95.18,66.92,43,0,2.28,clear sky,0.0,0.0
466,Namatanai,PG,2020-02-23 21:42:19,-3.67,152.43,83.97,75,39,10.16,scattered clouds,0.0,0.0
